,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332
132,49736,18208,15651,29381,38476,9080,26443,49372,38874,16113,42329,6359,31632,29281,27259,30893,19529,10643,4638,40337,36777,47430,43463,3327,7202,46633,41508,9971,29230,13489,14616,48552,37268,3888,7514,24615,19116,27031,3020,39322,12033,18169,9671,2211,19331,31530,43645,14387,41841,38440,6771,1247,3537,39411,13129,20931,26778,18891,34647,40643,9183,43513,18031,25066,3086,23926,28593,36348,31072,13266,31927,44096,5653,39085,11582,6388,4123,28541,29319,15892,29154,6158,1014,32704,2107,36813,18842,40713,1591,3353,19796,5353,25995,28858,9486,2592,8934,3926,40149,44207,6404,22392,15265,44620,15722,30349,14002,49663,9041,17711,7445,25277,17073,40855,13720,45625,42902,28321,40331,4454,18659,20981,35951,32052,47117,32428,32607,38574,36480,28418,11423,176,49504,46339,23657,40832,15410,32743,35033,34931,47863,16239,35908,9116,4024,21544,47593,9441,4820,44456,40651,1357,20786,20218,31549,4020,6915,7878,26357,20640,8613,20189,30593,15256,37107,44368,2386,20429,950,25444,39276,4236,14441,48026,40539,20480,14329,48006,10098,40328,34106,31320,37175,5429,44152,14853,7223,25208,30528,24080,29720,21768,22385,35805,32320,47997,25857,40907,37159,49748,26859,1709,40136,30241,45815,10144,24876,46077,4810,31815,27860,38644,46562,47554,14726,15549,12437,21891,23331,45716,20314,2345,22110,26339,49731,31301,19243,25375,37891,18999,911,15340,17528,34273,5992,1528,16808,14106,32789,18766,39691,46356,296,33310,29672,9144,45300,22698,26032,20242,23891,14288,11452,27128,46259,2702,9743,33066,14487,1751,17946,24665,41547,11355,2560,41598,39797,38192,45451,8369,23674,29149,2412,16868,42472,13997,27474,41090,23915,37388,13936,10233,36384,4935,48162,49409,42745,48599,14340,1225,22316,34601,17721,1551,15701,21770,42881,34327,29808,288,34241,17676,28075,33186,45657,12557,46297,42106,9117,15386,2026,24363,38372,10010,41237,6083,12450,3364,6673,15658,3661,28642,34774,45174,10676,44105,14216,25839,40816,39741,3194,5021,5557
133,22016,38886,37131,9391,29333,42594,33092,49143,737,27659,49520,41920,29849,22548,34341,9289,4061,13066,1695,33220,47993,40058,37887,18620,8511,9795,32001,21408,42290,26813,49857,31989,11867,45354,18858,39210,8301,18451,18313,5303,32577,14393,45020,30250,32905,46369,3585,30397,20941,29823,11039,28825,38983,5473,38886,23372,17387,11805,12196,17793,6880,12468,27133,6170,3000,49723,48304,30368,28573,37284,29576,22110,16701,30335,37327,18424,32706,38575,6855,3402,1073,11563,25599,12550,45945,19894,27918,48053,42647,11782,41265,1209,38013,42992,11724,26888,21726,40404,3575,9254,18148,35406,35078,25362,8408,20212,20778,23478,39315,44692,44051,48564,35949,3249,31878,42735,10941,2603,24187,37447,13097,31105,38363,18571,10997,46742,32502,23792,40003,16769,49779,19072,29422,19372,40315,39514,36341,22911,28446,33372,45840,45256,9754,43948,15240,42937,2063,36709,2040,39130,30888,26584,24910,8027,12929,22049,46754,18281,35975,42373,44907,27815,18773,6979,28042,2434,39074,15200,9193,13815,21193,12764,47522,8216,37484,32977,38231,2803,6787,34488,34404,37430,42778,46192,22667,42582,47260,25479,7740,35875,19124,11698,2754,23638,25213,20594,32013,25474,29831,9779,36395,39448,829,39848,39617,20748,42452,32223,34076,9792,13608,26914,6358,22696,49938,23166,18029,5441,27093,40703,2715,32573,6259,18154,31529,40959,23302,15077,330,29352,17541,11891,5957,8169,30260,2146,14865,13188,18314,44405,42349,43391,4305,40688,30753,38190,38614,17787,39651,41750,7440,6414,12203,36625,8140,30372,26193,28619,46445,29032,11531,3101,38042,16955,39511,4275,7252,49786,25372,48447,20055,49337,29028,48095,24184,41134,41255,47898,28997,24813,19596,28186,25607,18914,31677,7383,46865,35676,19929,31287,21555,25294,13711,33188,9796,7367,20140,1059,49150,47023,37153,34808,19226,30620,40299,10328,46728,8280,46058,47757,48462,7350,29947,4865,8827,20145,34800,49940,27912,25755,22139,40673,43071,32862,35018,46345,1802,31772,12547,20079,26994,38605,39914
134,30679,46489,28275,38801,46080,26201,9753,8004,9697,11952,20034,11543,21133,22983,31917,34632,39952,22399,22447,26788,9518,25592,18828,17597,44672,35100,22007,36122,44796,3965,16319,46790,17212,12387,35503,33333,48959,41564,4709,37589,25899,41370,16531,10131,40469,31607,49617,16199,12811,42127,32211,31306,33246,36872,21336,32017,27116,22774,39631,10258,17542,42528,47880,2566,13137,49490,38771,28740,28238,28542,23770,36139,9962,927,1922,16401,42567,13458,3876,19454,47077,26829,43272,49611,49355,40526,34306,5373,17113,28090,10732,8027,39695,41267,20067,41728,17683,12170,12557,48174,18888,34603,7321,29664,25774,11305,49126,35470,9504,8464,32989,46280,4951,727,46396,33914,1578,22290,14628,757,13712,43560,33884,19405,13177,5655,18430,22083,22553,9904,49583,37092,24991,36941,14862,17248,24981,1329,34245,29676,5400,29172,31620,44258,17003,12035,45765,332,40960,20263,16557,35488,45910,44130,2847,21353,41197,46280,30060,2034,46317,18322,30969,13852,31941,35038,30568,7667,37210,20225,22823,42321,6386,7125,16674,31208,21203,21936,29386,20135,8038,42397,16276,39403,44852,12687,19489,126,27137,48886,37841,27413,42300,48734,31449,2093,18778,5801,42486,16685,34970,12746,26876,38892,3565,15308,29667,38544,53,20172,16687,29114,15493,1470,40724,11415,24936,3791,5549,32721,8461,10903,5279,20320,45318,38037,7307,9703,1976,874,11092,42440,33109,14110,45851,45296,21735,21885,32636,1581,36122,41192,24406,28391,22869,16423,22907,48516,26373,8880,11068,15441,42419,5277,29086,367,2194,26224,8385,10077,8179,24739,34932,16471,23317,15486,39328,1210,797,42590,17703,899,48227,42294,45573,1735,27,21597,25942,40173,16909,6052,9222,35823,3340,44721,36178,22975,9090,25009,35251,13993,32959,48631,1451,31925,27896,31686,15762,5215,49778,19976,21647,6480,12024,21867,29489,30972,3539,15101,44028,8347,22128,15344,35702,45200,29752,2662,26945,10741,21599,49521,23258,28756,49546,26315,48814,31241,14481,12414,23194,32974,47235
135,43655,23568,4752,23045,31947,17685,26076,40500,29430,19234,20745,39925,15252,12748,30881,29515,37455,25267,2957,20688,29651,36322,20835,43194,20099,32294,15174,39429,43053,47374,37717,18452,38845,6976,49885,49773,21834,23938,13624,41938,40932,27016,5673,28142,43037,30871,27530,44392,14411,18840,38129,6273,47578,3363,2517,11314,39907,15600,38696,7858,39,44555,16584,13279,32570,6489,42164,15145,36764,33330,27602,7501,32324,19381,9823,33038,39021,16938,30670,28691,8271,33528,38526,3647,12389,28155,36865,1160,45335,5812,4106,33072,15273,15288,34524,31589,15254,48445,33338,19599,19445,13007,38144,39077,18145,3298,25101,17730,27866,48742,5938,6067,13680,42094,7106,34081,16759,48384,34699,27063,18644,13088,36859,25673,25395,43882,3424,19956,6755,30546,18957,25751,2038,45351,16972,27201,17746,1374,32680,39022,49913,1375,43126,49308,24071,25975,16920,27705,26931,38480,12271,42998,46323,11920,20001,34061,43252,32412,31276,34441,4678,35834,2782,36734,46756,9351,3973,511,4223,43943,40810,36655,526,47944,15096,41479,47816,32696,26,27822,17878,18636,44968,4633,19477,36732,38970,22817,46958,10389,21562,10625,40906,41641,35046,14531,8532,36990,13655,46918,30470,29525,21846,38924,23397,40560,41622,17583,39337,20965,44619,20272,41707,28186,29653,5009,25772,10430,32095,23209,27919,28585,1960,29102,4102,16318,34636,30985,27896,44989,30379,16383,4527,34977,47587,30143,47688,31696,44533,26852,17339,21629,27393,31460,902,41431,31294,1622,28161,3649,3602,47786,36088,21938,24075,36596,17840,3669,39942,1065,15793,22593,28161,13295,17582,16962,24312,31756,42752,43018,46869,26485,20736,12076,23775,49034,43898,5702,14164,15154,34696,35749,18502,8401,6524,19852,41235,17563,5778,41706,21490,33440,5834,5614,23055,38370,4430,44417,20235,49567,1886,10159,34044,16323,34732,37169,44129,14669,7608,28467,29730,31973,37751,48570,4984,12574,49046,44815,29896,16603,12751,30074,37412,31748,49541,42990,12035,19636,16215,3973,35745,2201,10649
136,41362,45263,17041,40231,40248,22047,27709,4347,39468,6821,41272,31087,15969,43405,302,35625,8957,20254,37529,20195,25582,16437,23942,13248,27920,16818,49081,19028,49533,3105,39795,18389,19952,1021,44084,22568,42156,28630,20880,19145,5376,32392,11054,46897,7372,27585,6567,47859,22037,29947,31377,39381,40076,15561,12922,29000,18037,20074,10756,6768,3428,5417,42232,8945,7354,8882,16235,7014,18135,20061,42083,43435,7235,24024,41581,8440,11376,20363,6233,9389,22520,23438,48830,250,30411,48616,12481,43837,83,23510,43729,18192,42293,29666,24784,14068,9084,38554,26845,32143,19330,36153,33711,18119,14242,46043,25326,39478,3908,2789,41071,38404,13983,7105,14336,16612,40375,42834,5071,23407,5114,6401,15119,8624,48028,36225,15021,47978,37466,36017,28693,14993,20878,46375,15147,24950,43155,10630,7383,49767,6254,32428,984,30248,1824,34253,24931,42232,18278,16086,214,22484,25906,42500,27070,47097,33237,32419,7835,8138,6032,19444,26376,4129,16150,26482,2868,7956,43175,35638,38190,48824,22492,18693,6138,24754,32344,14258,12007,7583,10551,33640,45966,4602,28905,15469,46577,18531,8513,27609,39602,19542,28583,26221,14358,47200,3958,7468,38618,15299,2393,37129,46434,19651,22294,21809,14683,22152,36208,45985,14080,40532,14546,24225,37353,34675,43396,30569,16866,39045,27335,41415,46240,7279,42435,5094,14533,11758,36956,22587,13652,12593,19472,37595,40499,8536,46826,40238,43821,720,34833,5653,38420,36365,8522,42915,31195,38832,6996,47876,34849,38224,45402,22722,34817,12500,3274,42775,20971,25874,22269,34804,19521,49982,14534,41192,29789,15559,14160,25414,40513,7319,19249,12895,39111,24609,19113,774,21779,46083,49413,16521,27968,45611,730,17775,19474,36362,11575,36604,40828,31060,27376,28307,6678,49043,11776,15493,20357,10272,19146,5212,19137,28185,26834,658,45584,13760,27942,36846,11693,2326,39626,44101,9050,49266,40426,27394,8076,7650,37490,20047,4702,37240,46551,993,5354,1580,29040,26687,48452,40791,17102
137,2920,4368,1703,20777,9067,34967,22839,22608,30063,3066,20655,18093,27413,39308,23670,18512,36479,14507,48704,14423,1568,47774,26231,49825,17995,25191,1904,40728,13625,4249,25680,28408,8850,21592,28156,29399,25475,6138,4568,2298,2921,21813,17614,12294,25069,31247,47425,40413,35739,12667,25121,37035,7617,15270,24256,14357,39780,11899,11884,29089,48995,19963,39255,37699,30247,17417,18705,21131,40331,26148,41659,46547,4478,5767,42941,42258,7436,7739,20424,42599,39363,6363,11357,22380,18710,2681,11267,41800,25643,9222,12723,46641,16390,10840,49988,11342,17807,13163,41290,39036,43919,12585,384,2875,41290,42949,1660,48588,929,25447,19191,3960,44391,27108,24895,23627,6893,41731,5625,33453,46757,45773,13876,36591,23487,22289,42565,16796,13308,1435,4393,23800,45835,5995,45743,2560,5260,5995,14028,22204,44401,41233,28410,3127,150,19359,12556,12403,12298,38137,43452,23127,41324,45792,14955,16258,1149,29895,48659,39435,22654,5219,29363,43782,14307,3931,32969,11641,48066,25421,28854,455,29620,38933,8369,36217,43125,33909,984,32543,9162,33452,14535,16976,7575,29197,16187,25151,20695,3941,18581,15710,48423,38158,10838,9761,49127,22125,32060,36881,25621,30200,17115,16427,34914,34936,43258,22224,35982,13585,41312,23838,5376,41168,19384,18215,45277,39049,13773,22576,6469,16686,44693,36444,25517,24427,14925,14137,44923,49405,49615,23787,33484,1533,40883,44505,6870,9384,9676,36980,27449,42288,47672,37236,15711,15934,26715,3290,3970,41701,17150,27535,32400,24654,36532,1146,30785,34088,23671,39693,38983,11696,31838,16566,23185,24863,39126,13614,19052,21536,15662,16296,15396,33221,32750,23963,46741,19607,42881,44229,426,19208,33981,45769,125,17092,34511,27220,2543,23565,38589,27085,1162,25851,18708,19456,32707,35786,29437,13266,43585,11927,42830,15706,28630,21689,28411,22392,47124,42410,44396,20591,2171,25219,36230,49042,17816,41073,48467,17863,13882,26135,44864,5457,38042,44907,8450,6071,40783,19521,14645,45529,33874
138,15006,22738,35463,22039,19889,44030,35957,29890,21549,9897,44537,38477,4307,7206,36290,27883,12036,25701,7410,43680,49150,27474,19384,4499,12029,20358,16411,10942,14721,17533,22103,21127,7682,28713,14158,27108,20559,32479,45711,27089,11248,22297,44517,47106,42512,14293,44223,40963,23804,22068,29511,38519,25345,26186,22936,48423,37418,45483,14368,8883,49623,7069,3529,31664,2121,9109,27126,25775,45399,45800,1759,1032,1590,21245,29933,22205,21859,47686,36084,17271,38449,35149,2381,31171,19979,12470,7174,412,23571,37053,8309,22868,28528,45547,22056,3054,43217,7992,15549,12337,38436,13745,4763,47923,48128,36278,17373,3897,35833,3817,20836,26288,4766,44792,41676,707,7086,482,30026,13931,39645,27627,20228,39087,1243,19262,39450,15912,26778,17680,14072,14838,36337,38716,34654,37608,11527,47057,29530,46139,43003,32195,43686,37852,28591,11161,25723,43463,20105,31757,3903,8103,14350,49613,18364,15709,9287,9255,19696,33945,21795,27367,1127,44112,37318,40570,23858,7107,48301,20681,6902,27057,1539,33077,13271,16105,19990,18500,8365,25979,20719,10104,33202,40987,27469,14886,28162,4130,3478,36841,1613,10687,42008,22246,21331,23541,31129,4584,16607,15497,30428,5617,29176,25254,42208,38389,25092,49583,2345,23671,37768,31374,26012,48533,15290,46383,12214,14525,25126,41789,14215,23719,44508,3203,13970,16241,36218,8190,25873,29482,26583,8102,43775,19832,13256,10122,33226,47466,23941,43859,46874,44249,17688,31759,37599,26820,13335,23484,45446,24323,4584,46326,35080,45549,22232,3752,6564,37051,18245,15078,1190,42524,17710,32521,43178,36221,2475,2371,6113,136,16981,11897,44639,37381,27006,21864,33997,49477,853,46314,12852,45857,49907,17789,27778,34342,3271,43596,30486,39832,27051,47458,8165,24516,35594,32019,37292,40339,44024,385,8293,17541,42406,33571,34441,31841,20016,33041,28166,22105,17910,20011,33919,23251,3503,17154,2283,12460,39099,31169,9876,13535,20990,47396,9089,23955,1131,24754,49965,19730,6969,13062,17328
139,13262,20733,11922,48565,34795,43646,43409,21896,15550,16223,34409,40337,23153,933,5821,39957,5300,43615,10272,7168,20260,2891,6627,32023,6647,22537,35923,4052,27986,35353,18080,11014,32130,2332,13034,46000,45184,20130,45619,40480,5669,30626,5086,309,29941,71,38218,46047,15737,21055,25661,19569,48009,29781,17288,46171,119,31961,38212,42246,39088,11593,40749,32789,3557,20738,45235,28533,26192,3269,47916,15942,3090,17827,25512,14836,28848,13767,39045,82,12416,47466,45274,31474,44004,48191,970,32760,30860,29279,34530,23272,6103,519,29787,45462,1877,7573,6818,14380,11520,10200,30279,32089,49902,35438,5190,23857,47828,42241,19686,17479,11889,41813,14798,7900,17000,13537,23901,19452,9357,45525,4719,28833,41971,36489,48964,24127,22152,24699,35357,30733,18760,11833,37380,45391,7033,7160,46840,11972,764,44538,30563,11977,5791,16737,11557,36294,1715,21218,39649,42412,32328,7402,3234,720,929,15492,40667,49117,43098,39157,16709,48791,49398,22734,22325,20027,24154,2377,40718,1837,18822,39753,1324,26800,24189,11343,35447,13107,6244,28880,29261,18929,42981,23615,17411,45244,20078,44590,7576,14976,42615,15964,19686,23135,60,26699,44389,21355,49654,25165,1492,13532,4668,43411,6138,44038,10958,8622,40014,23301,48880,1679,41637,10171,35345,21090,47067,47741,17968,21546,33609,36440,40295,24433,3476,30504,42828,23843,2994,46210,17154,23053,29261,34871,26830,30068,1599,23774,17540,27192,10375,27423,39361,45527,31005,8821,1101,22862,28513,7826,23144,3455,44976,14681,25914,1799,43721,1814,12088,12904,41707,11325,1180,25429,15770,559,38246,30773,20910,13510,10265,20911,28648,33815,23319,2054,8385,27430,15827,30864,6867,35395,35350,26376,7789,24612,37793,46206,24331,18391,26354,46838,34767,23671,40811,151,8057,11152,44130,48939,5912,8368,32652,34760,43536,32937,49030,18631,28690,17705,21600,6359,10175,9517,42881,25604,19862,42729,22911,9711,30788,22641,38500,40792,49068,16870,30391,49029,29838,17491,34391
140,48537,45738,1207,34694,35679,8183,12422,37851,29588,15915,37712,21042,34560,48859,49914,19205,1708,22399,29626,48946,49070,3539,13989,41949,8944,15393,48518,12724,4340,45950,11994,21371,36461,21470,35913,6796,6252,32447,47738,11471,8949,37870,6237,26540,8057,42349,43092,5134,9298,20737,44635,181,30760,34706,40089,9981,21823,32332,46466,30713,13646,49899,3808,25270,44272,38532,2678,28723,35179,8003,21312,15445,18057,10531,5551,39429,5260,22716,37319,18708,15860,33584,8908,34727,3979,37348,12806,22647,34081,7665,42608,32039,3645,10549,13219,23726,1562,8178,14050,37850,38550,6988,11108,19494,190,1055,29903,12735,2361,738,27408,34607,7546,38397,15794,14212,28934,3428,3247,9322,8225,49103,46407,22468,8427,45322,42779,21972,439,13850,44905,2840,15807,48545,36162,16624,25904,46895,30868,22341,31844,10420,17710,39772,12617,6951,17629,45872,33761,9048,41208,19553,29154,2693,39151,46305,8793,23207,15300,5829,3876,6064,44760,2829,46494,8123,36245,44358,40418,12578,36933,40097,30069,44875,15879,20074,44470,37871,38730,42668,41601,3291,15743,27792,31839,13759,35636,13705,48850,48719,20571,36605,3089,37336,41275,13610,47239,28689,25718,39516,8518,41657,31348,42475,48675,10024,30046,32758,4042,6353,33245,11073,20157,43902,49945,26783,24854,35627,40932,16051,37327,46845,28705,24409,3718,31974,20720,1599,1886,28270,40536,47108,23471,7485,30511,31197,35358,25821,5738,40976,25896,38532,2619,27453,12900,20069,40338,7,48603,26547,5752,39056,12590,37404,7369,17324,37219,23685,47703,21230,38868,19312,25970,16831,26188,43678,47841,43561,3640,28871,6908,35556,7018,42201,7040,25510,26572,42549,24008,45323,39344,10165,5579,49708,23853,27309,44253,26290,43731,14509,30135,4457,22172,19736,31437,19268,37785,27533,45938,36860,29101,1076,3013,35154,319,28620,16354,4014,25060,36983,44632,30290,17383,48208,8899,26173,30073,34690,30093,49387,11823,4845,4683,29643,12379,27258,1118,23119,29198,3153,11194,1273,45761
141,35895,32966,2048,36790,9865,39351,23447,21160,11190,34335,38816,34929,34797,5172,34966,31507,6763,30170,45132,11434,44904,24075,7412,47956,19214,8957,13557,33631,13635,2188,22612,34758,22307,28939,48533,27808,4665,25295,48200,47041,41745,2331,32605,26333,20692,15513,32490,37191,11553,39421,4476,42852,43018,26398,19602,47226,46905,19153,7519,28100,736,80,36795,18031,16897,34426,33266,29341,27133,40518,18924,47174,26912,8861,45255,36319,12729,30127,47754,41934,33939,10177,21910,47443,40498,6142,25070,36902,35327,47574,42359,3456,32000,31252,1052,21449,33750,35018,4161,41591,16643,5424,10697,43495,37929,49285,26886,2264,3592,12090,37514,26398,3375,41062,699,18415,40655,19550,34347,14588,21603,34680,6104,18182,29966,42119,23847,26552,9160,17779,48625,21851,28809,47210,36490,12155,48196,27933,20702,19529,12742,6769,5523,2066,32384,46098,7348,15743,38081,2932,12904,24562,12824,45719,34446,11281,17514,10386,13535,44235,41721,36256,47298,10683,7146,49,27854,37436,41685,17907,35415,41062,41139,37513,25372,1764,7834,49779,5421,22716,16865,18619,14498,11096,29490,36624,35041,33789,49114,22575,9153,1309,36640,8504,37424,37008,28915,13741,20739,49320,41316,41637,8835,39387,44056,16970,5953,31878,41941,36899,36931,48238,41186,17907,47162,21412,38483,3220,14339,29032,21825,37702,25118,13649,45413,22902,13671,13841,16160,27657,34663,42965,5008,7923,18843,45095,23809,22425,8377,47509,7720,22068,47846,32497,6185,43076,667,49994,20499,45877,48210,44025,33661,7835,18088,1626,6506,3235,39949,4524,9645,46576,41085,23853,5935,19472,49386,11742,242,48421,46412,9220,16896,7584,39403,21563,18650,35069,13384,12851,44507,20861,11765,10509,33426,35830,43639,11211,20298,6913,40355,4388,32075,31430,32853,46947,31529,8057,13774,19751,46602,41207,27075,85,2518,2302,6892,48395,48927,27566,22450,41661,34413,46738,33659,41374,36046,46771,38181,1933,31403,9151,47002,9256,19755,4494,11576,19860,36617,33276,5144,25921,33317
142,26245,18414,36157,37439,26568,22892,4465,42614,20684,1389,39482,5520,44556,4071,40669,36326,30025,18790,35738,27878,19915,6377,18460,44576,20144,32963,41130,39011,47318,25772,35402,6505,21666,40263,30318,25629,17658,20215,33764,37902,49657,13889,46071,2385,49433,3121,8062,39675,39172,4715,18868,43132,11887,23525,26620,6325,37914,41216,42460,45622,40601,40549,17303,14967,8375,5577,36153,18828,28637,37279,38723,12928,21164,26894,25660,2909,42845,44013,3975,3999,2029,39194,41593,42565,42967,47652,33409,16542,17557,31809,41801,10914,13027,42342,26765,6356,32504,36581,20896,22872,427,27378,33129,390,36906,15721,29527,17039,9090,16091,43091,45952,18532,28772,5728,28217,22553,4360,38207,24174,25653,24653,45789,14239,45475,48672,48235,48505,24688,8354,26499,41655,15045,12804,38522,40934,25828,12436,29686,42191,35735,17900,31179,43548,3789,30959,44263,2016,3498,13243,27406,21481,27980,18755,4676,1682,46255,44735,5865,5927,23712,7212,16938,37578,12111,47775,47517,47703,27545,49368,27657,9823,22028,24200,34059,9258,41861,16320,44624,16559,32557,8619,22030,12372,21411,22070,29546,48179,41602,17749,10561,31761,17019,33308,22948,35517,26897,28688,38562,30917,25462,5683,25117,10921,17942,44230,1268,26610,10680,39895,21203,3666,17167,14622,31781,31667,7740,23569,44111,16650,8071,34874,9108,27215,40024,19493,42203,13244,33591,22403,44976,8138,8128,4605,49360,6182,15717,324,30954,33215,44411,24917,35901,40092,1493,9319,28524,1831,40708,49004,22064,25486,36794,14905,49136,44127,16985,46336,45019,19014,34609,29874,45800,8843,40163,34941,37772,34483,25577,43241,10225,26872,20080,40209,7972,13595,39,46964,6233,19895,41635,37794,25723,9240,9756,18786,47369,5606,41842,13267,25178,8188,48043,2508,4869,47362,46170,15457,45474,29167,9587,12739,14864,10489,7472,7075,15575,39898,35451,43446,383,14240,3387,7603,37569,2114,18818,26422,11266,9794,5277,31257,3808,8748,35746,48772,5613,12847,46947,9059,45704,17376,30449
143,15156,26076,1698,39116,47647,36071,46789,16453,26478,20015,11282,41633,11220,49787,4346,30963,30270,11751,9967,17313,41692,47062,46548,10724,5128,29993,11834,14923,23365,44174,42954,9877,17495,9894,7703,28093,20682,7388,23350,36781,40659,44089,9689,39933,20356,11889,3109,41225,33416,14623,19996,6873,6024,1139,23090,45101,14896,12343,1858,12779,46776,31411,11943,44048,41724,34540,38330,35080,26568,11083,11481,16211,41751,24552,9785,6730,31923,31545,32489,45162,15576,29957,19597,1209,35043,13851,3064,12731,10548,42315,29135,45768,11921,41816,16003,47784,4610,26001,42183,19704,45610,41916,35558,47923,41971,13642,56,33710,44099,19993,34214,3113,9496,45534,6247,22395,19622,10176,15314,29556,15411,10987,45498,20211,18378,19098,24685,34086,44814,4765,20374,11518,33714,45723,11151,15917,213,16007,43764,43387,11288,47433,40449,27665,38431,1934,19531,43628,49261,13577,12487,7003,32009,30512,29060,25737,17054,41879,35142,45155,45929,28916,19610,21087,3610,46531,13298,14285,27133,18337,9441,41809,47830,7321,40847,38375,12840,17844,39202,37223,407,21161,2313,35583,29490,2934,19946,30389,33481,17097,21712,21650,21745,43274,1880,39158,21260,14861,37743,5886,28534,21029,12969,32302,25231,14532,49356,44641,33795,25244,472,6357,31287,10493,38545,35199,3511,48454,2529,34839,7600,1802,3211,36441,14050,34178,15349,45865,10302,32916,32249,23112,34824,20932,9135,20619,34189,13487,16911,25342,29662,26787,30918,19780,35580,29936,49422,32606,20751,39690,28380,964,40963,26881,38423,45553,126,29108,10197,48238,40210,36741,21401,13719,34946,42826,6601,38577,2711,29506,20356,40744,47054,28121,9469,19044,33735,45036,4851,33031,45376,188,6061,34360,49919,1222,47901,24159,14821,799,34367,15989,2312,29860,44796,47946,20761,14544,19235,42661,33641,523,12907,33997,13035,49564,27251,31654,13802,32999,15693,5795,42233,49745,30878,5079,28168,21275,49976,38385,16061,40612,40858,1500,40549,34655,23517,46456,31580,19896,16337,23562,46624
144,44746,10167,21658,44338,37485,110,21431,2329,22773,35402,28428,27023,41036,29609,20218,4581,20736,26094,45386,16396,25511,5197,46690,33151,30042,538,47228,8038,25373,38739,41764,37670,48816,24144,25164,45152,10621,43458,32764,11269,42724,32270,42031,31956,29491,31017,41508,28065,29780,5666,28469,1643,43550,30899,48182,43800,49391,27447,2203,34015,22119,39029,27576,24257,26284,8576,23310,47621,15001,968,38328,3488,10287,22961,41205,725,5507,45419,24720,44175,9939,35652,46780,11151,46244,25134,27068,47693,41325,4528,34929,19708,25493,36537,6997,18663,16114,6732,25789,42517,7729,36629,14840,43965,9757,43811,34952,26269,358,8201,35205,49092,15795,49620,27183,7565,11217,46241,35660,12461,21793,34313,3222,8062,29931,34764,9736,14507,32251,1927,42654,29674,45403,10253,32032,33098,47905,49752,23293,46113,48075,11469,21979,634,26688,30644,12186,41450,21310,18863,12983,38815,35976,35003,6208,40206,49486,47432,46051,48396,8096,4967,11662,15250,6410,36679,47506,23706,49105,10998,43047,37762,18800,43056,27866,2946,33644,10680,43240,14742,44102,15769,16827,32242,26812,40641,32064,3429,44083,41622,21057,9417,36378,39139,46147,20487,11590,34324,16135,8677,12881,6384,9849,8220,27915,15882,19085,45220,17049,35838,3882,29774,18018,24134,46407,5151,13666,4871,11221,19106,13188,17771,24804,17112,22466,11997,39416,2424,23868,31464,44032,7553,21001,279,24278,28154,47664,44492,21364,36317,40013,27916,29968,15814,18529,2210,29443,15444,32706,11043,33080,6296,22123,15513,15035,41587,26354,11688,30259,29436,31585,23427,34492,42720,9000,8678,31850,19736,17270,47873,33252,25492,15122,48096,3795,1308,44715,4112,10240,24145,28694,39300,44666,43122,6691,3510,6877,7658,32718,16298,47326,45200,22352,9111,47665,21892,43897,27447,35416,10140,48112,6691,8213,33043,12293,34882,14773,3373,17087,41462,10610,4636,48355,41686,15034,7595,49996,12235,47972,40147,42958,4230,46488,32832,15292,31417,46619,25057,11546,37518,26943,420,25641
